id,job_title,location,connection,fit,score_ce_base_software_engineering,score_ce_base_student,score_ce_base_swe,score_ce_base_craziest_person_ever,final_ce_base_score_mean,final_ce_base_score_sum,final_ce_base_score_max,final_ce_base_score_min,score_tfidf_base_software_engineering,score_tfidf_base_student,score_tfidf_base_swe,score_tfidf_base_craziest_person_ever,final_tfidf_base_score_mean,final_tfidf_base_score_sum,final_tfidf_base_score_max,final_tfidf_base_score_min,final_base_score_mean,final_base_score_max,rank,passes_initial_gate,score_ce_good_liberal_arts_major_aspiring_hu,score_ce_good_ct_bauer_college_business_grad,score_ce_good_aspiring_human_resources_profe,score_ce_good_director_human_resources_north,score_ce_good_human_resourcesconflict_manage,final_ce_good_score_mean,final_ce_good_score_sum,final_ce_good_score_max,final_ce_good_score_min,score_tfidf_good_liberal_arts_major_aspiring_hu,score_tfidf_good_ct_bauer_college_business_grad,score_tfidf_good_aspiring_human_resources_profe,score_tfidf_good_director_human_resources_north,score_tfidf_good_human_resourcesconflict_manage,final_tfidf_good_score_mean,final_tfidf_good_score_sum,final_tfidf_good_score_max,final_tfidf_good_score_min,final_good_score_mean,final_good_score_max,score_ce_bad_business_management_major_aspi,score_ce_bad_seeking_human_resources_hris_g,final_ce_bad_score_mean,final_ce_bad_score_sum,final_ce_bad_score_max,final_ce_bad_score_min,score_tfidf_bad_business_management_major_aspi,score_tfidf_bad_seeking_human_resources_hris_g,final_tfidf_bad_score_mean,final_tfidf_bad_score_sum,final_tfidf_bad_score_max,final_tfidf_bad_score_min,final_bad_score_mean,final_bad_score_max,model_fit_score,model_rank,final_fit_with_weights_mean
3,aspiring human resources professional,"Raleigh-Durham, North Carolina Area",44,,0.0909925103187561,0.07047811150550842,0.07520123571157455,0.002885698340833187,0.05988938896916807,0.23955755587667227,0.0909925103187561,0.002885698340833187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04192257227841764,0.06369475722312927,11.0,True,0.6270001530647278,0.6622976660728455,0.7360121011734009,0.4272429645061493,0.22678081691265106,0.5358667403459549,2.6793337017297745,0.7360121011734009,0.22678081691265106,0.2566838097178782,0.332747727819949,0.3478649041380513,0.09592432482229504,0.02963848022997399,0.2125718493456295,1.0628592467281475,0.3478649041380513,0.02963848022997399,0.4388782730458573,0.619567942062796,0.5871992111206055,0.5398324131965637,0.5635158121585846,1.1270316243171692,0.5871992111206055,0.5398324131965637,0.29169369968255326,0.11120028831893561,0.20144699400074445,0.4028939880014889,0.29169369968255326,0.11120028831893561,0.45489516671123253,0.4985475576891898,0.30712215722020964,11.0,0.30712215722020964
97,aspiring human resources professional,"Kokomo, Indiana Area",71,,0.0909925103187561,0.07047811150550842,0.07520123571157455,0.002885698340833187,0.05988938896916807,0.23955755587667227,0.0909925103187561,0.002885698340833187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04192257227841764,0.06369475722312927,11.0,True,0.6270001530647278,0.6622976660728455,0.7360121011734009,0.4272429645061493,0.22678081691265106,0.5358667403459549,2.6793337017297745,0.7360121011734009,0.22678081691265106,0.2566838097178782,0.332747727819949,0.3478649041380513,0.09592432482229504,0.02963848022997399,0.2125718493456295,1.0628592467281475,0.3478649041380513,0.02963848022997399,0.4388782730458573,0.619567942062796,0.5871992111206055,0.5398324131965637,0.5635158121585846,1.1270316243171692,0.5871992111206055,0.5398324131965637,0.29169369968255326,0.11120028831893561,0.20144699400074445,0.4028939880014889,0.29169369968255326,0.11120028831893561,0.45489516671123253,0.4985475576891898,0.30712215722020964,11.0,0.30712215722020964
86,information systems specialist programmer love data organization,"Gaithersburg, Maryland",4,,0.36639779806137085,0.23029164969921112,0.139657661318779,0.08798381686210632,0.20608273148536682,0.8243309259414673,0.36639779806137085,0.08798381686210632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14425791203975677,0.2564784586429596,13.0,True,0.1911747008562088,0.15388697385787964,0.24009709060192108,0.09916478395462036,0.026723479852080345,0.14220940582454206,0.7110470291227102,0.24009709060192108,0.026723479852080345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09954658407717944,0.16806796342134475,0.16695265471935272,0.1353573501110077,0.1511550024151802,0.3023100048303604,0.16695265471935272,0.1353573501110077,0.0,0.0,0.0,0.0,0.0,0.0,0.10580850169062614,0.1168668583035469,0.29917597338557245,13.0,0.29917597338557245
11,student chapman university,"Lake Forest, California",2,,0.05771537870168686,0.60248863697052,0.022368038073182106,0.00449813436716795,0.17176754702813923,0.6870701881125569,0.60248863697052,0.00449813436716795,0.0,0.342380449482281,0.0,0.0,0.08559511237057026,0.342380449482281,0.342380449482281,0.0,0.14591581663086853,0.5244561807240483,14.0,True,0.127064049243927,0.1250670850276947,0.0022123828530311584,0.0022676857188344,0.0023206528276205063,0.051786371134221555,0.25893185567110777,0.127064049243927,0.0022123828530311584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03625045979395509,0.0889448344707489,0.01198637019842863,0.0022138855420053005,0.007100127870216966,0.014200255740433931,0.01198637019842863,0.0022138855420053005,0.0,0.0,0.0,0.0,0.0,0.0,0.004970089509151876,0.00839045913890004,0.29796326682887897,14.0,0.29796326682887897
7,student humber college aspiring human resources generalist,Kanada,61,,0.05171017348766327,0.5023568272590637,0.07295822352170944,0.04873313382267952,0.168939589522779,0.675758358091116,0.5023568272590637,0.04873313382267952,0.0,0.24952164867317864,0.0,0.0,0.06238041216829466,0.24952164867317864,0.24952164867317864,0.0,0.13697183631643367,0.4265062736832982,15.0,True,0.5489596724510193,0.5920621752738953,0.41954299807548523,0.1925925463438034,0.15525397658348083,0.3816822737455368,1.908411368727684,0.5920621752738953,0.15525397658348083,0.11993782275089064,0.15406825579605898,0.0884878237341869,0.04482150502862026,0.013848846923128722,0.0842328508465771,0.4211642542328855,0.15406825579605898,0.013848846923128722,0.2924474468758489,0.46066399943054437,0.43353310227394104,0.7241196632385254,0.5788263827562332,1.1576527655124664,0.7241196632385254,0.43353310227394104,0.1419546429083732,0.13123039212855142,0.1365925175184623,0.2731850350369246,0.1419546429083732,0.13123039212855142,0.44615622318490195,0.5494701571394798,0.2967910865594842,15.0,0.2967910865594842
81,senior human resources business partner heil environmental,"Chattanooga, Tennessee Area",455,,0.05325770750641823,0.09487351030111313,0.07491236180067062,0.043985191732645035,0.06675719283521175,0.267028771340847,0.09487351030111313,0.043985191732645035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04673003498464823,0.06641145721077918,16.0,True,0.212096706032753,0.22267387807369232,0.580510139465332,0.3308092951774597,0.22171780467033386,0.31356156468391416,1.567807823419571,0.580510139465332,0.212096706032753,0.04092104156625109,0.072199661349326,0.030190759095690464,0.038856876055033816,0.012005909396695562,0.03883484949259939,0.19417424746299694,0.072199661349326,0.012005909396695562,0.23114355012651971,0.42801699603053023,0.3462980389595032,0.3238374888896942,0.3350677639245987,0.6701355278491974,0.3462980389595032,0.3238374888896942,0.11498922997592642,0.0472505004863811,0.08111986523115376,0.16223973046230752,0.11498922997592642,0.0472505004863811,0.2588833943165652,0.2769053962644301,0.2963890370485972,16.0,0.2963890370485972
82,aspiring human resources professional energetic teamfocused leader,"Austin, Texas Area",174,,0.05617239326238632,0.06385163962841034,0.09670141339302063,0.044883858412504196,0.06540232617408037,0.2616093046963215,0.09670141339302063,0.044883858412504196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045781628321856255,0.06769098937511443,17.0,True,0.482578843832016,0.600922167301178,0.7273207902908325,0.4524953067302704,0.21352043747901917,0.4953675091266632,2.476837545633316,0.7273207902908325,0.21352043747901917,0.11879559177069543,0.15399866193419642,0.160995028041528,0.04439464625756351,0.013716957068596061,0.09838017701451587,0.4919008850725794,0.160995028041528,0.013716957068596061,0.376271309493019,0.5574230616160412,0.6208019256591797,0.5765623450279236,0.5986821353435516,1.1973642706871033,0.6208019256591797,0.5765623450279236,0.14017215221461926,0.053436820053071876,0.09680448613384557,0.19360897226769114,0.14017215221461926,0.053436820053071876,0.4481188405806398,0.47661299362581155,0.29479513392057816,17.0,0.29479513392057816
95,student westfield state university,"Bridgewater, Massachusetts",57,,0.10380392521619797,0.5915415287017822,0.052375126630067825,0.013294513337314129,0.19025377347134054,0.7610150938853621,0.5915415287017822,0.013294513337314129,0.0,0.27925387936035906,0.0,0.0,0.06981346984008976,0.27925387936035906,0.27925387936035906,0.0,0.1541216823819653,0.49785523389935527,18.0,True,0.09094361960887909,0.07846900820732117,0.0022766818292438984,0.002298400504514575,0.00239369785413146,0.03527628160081804,0.1763814080040902,0.09094361960887909,0.0022766818292438984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024693397120572627,0.06366053372621536,0.009810767136514187,0.0022504550870507956,0.006030611111782491,0.012061222223564982,0.009810767136514187,0.0022504550870507956,0.0,0.0,0.0,0.0,0.0,0.0,0.004221427778247744,0.00686753699555993,0.2947854939097353,18.0,0.2947854939097353
27,aspiring human resources management student seeking internship,"Houston, Texas Area",500,,0.0686933770775795,0.41645386815071106,0.1238226518034935,0.007996058091521263,0.15424148878082633,0.6169659551233053,0.41645386815071106,0.007996058091521263,0.0,0.25909205581649397,0.0,0.0,0.06477301395412349,0.25909205581649397,0.25909205581649397,0.0,0.12740094633281548,0.3692453244504459,19.0,True,0.5073509812355042,0.5096476674079895,0.4809536039829254,0.22166308760643005,0.21899375319480896,0.3877218186855316,1.938609093427658,0.5096476674079895,0.21899375319480896,0.12361507619311239,0.08723751331596827,0.09120083074863874,0.046195717348568574,0.01427344792763961,0.07250451710678553,0.36252258553392763,0.12361507619311239,0.01427344792763961,0.29315662821190774,0.3938378900435264,0.5470780730247498,0.46729776263237,0.5071879178285599,1.0143758356571198,0.5470780730247498,0.46729776263237,0.2368286554410502,0.11107411490225297,0.1739513851716516,0.3479027703433032,0.2368286554410502,0.11107411490225297,0.4072169580314874,0.45400324774963985,0.29105119062953766,19.0,0.29105119062953766
83,hr manager endemol shine north america,"Los Angeles, California",268,,0.032744236290454865,0.0024065468460321426,0.017934974282979965,0.003874577581882477,0.014240083750337362,0.05696033500134945,0.032744236290454865,0.0024065468460321426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009968058625236153,0.022920965403318404,20.0,False,0.0022868141531944275,0.0054913051426410675,0.09056906402111053,0.3349096477031708,0.0022719143889844418,0.08710574908182026,0.43552874540910125,0.3349096477031708,0.0022719143889844418,0.0,0.0,0.0,0.24623119971755653,0.0,0.04924623994351131,0.24623119971755653,0.24623119971755653,0.0,0.07574789634032757,0.3083061133074865,0.017391938716173172,0.04955543577671051,0.03347368724644184,0.06694737449288368,0.04955543577671051,0.017391938716173172,0.056900400630395996,0.0,0.028450200315197998,0.056900400630395996,0.056900400630395996,0.0,0.03196664116706868,0.05175892523281615,0.2871240782583008,20.0,0.2871240782583008
89,director human resources ey,Greater Atlanta Area,349,,0.014471568167209625,0.016675708815455437,0.05996071919798851,0.005176760256290436,0.024071189109236002,0.09628475643694401,0.05996071919798851,0.005176760256290436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0168498323764652,0.041972503438591956,21.0,False,0.3189312815666199,0.2666933834552765,0.5232787728309631,0.5470757484436035,0.3248412013053894,0.3961640775203705,1.9808203876018524,0.5470757484436035,0.2666933834552765,0.0663959730752333,0.04685690260165911,0.048985674638632154,0.31043543887407926,0.01948005247510903,0.09843080833294257,0.4921540416647128,0.31043543887407926,0.01948005247510903,0.3068440967641421,0.47608365557274623,0.3350771963596344,0.4261341691017151,0.38060568273067474,0.7612113654613495,0.4261341691017151,0.3350771963596344,0.07488703020940042,0.0746211290750989,0.07475407964224966,0.14950815928449931,0.07488703020940042,0.0746211290750989,0.2888502018041472,0.3207600274340207,0.2870980073732523,21.0,0.2870980073732523
8,hr senior specialist,San Francisco Bay Area,500,,0.29491496086120605,0.010741382837295532,0.0176413394510746,0.0028376225382089615,0.08153382642194629,0.32613530568778515,0.29491496086120605,0.0028376225382089615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0570736784953624,0.20644047260284423,22.0,True,0.017044831067323685,0.04900635778903961,0.31111764907836914,0.05884315073490143,0.0023070122115314007,0.08766380017623306,0.43831900088116527,0.31111764907836914,0.0023070122115314007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061364660123363134,0.21778235435485838,0.05892622843384743,0.05062497779726982,0.054775603115558624,0.10955120623111725,0.05892622843384743,0.05062497779726982,0.0,0.0,0.0,0.0,0.0,0.0,0.03834292218089103,0.041248359903693195,0.2856218735734001,22.0,0.2856218735734001
68,human resources specialist luxottica,Greater New York City Area,500,,0.05436700955033302,0.08625452220439911,0.046582501381635666,0.014220855198800564,0.05035622208379209,0.20142488833516836,0.08625452220439911,0.014220855198800564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03524935545865446,0.06037816554307937,23.0,False,0.3653484284877777,0.21363882720470428,0.49884679913520813,0.27054744958877563,0.24070660769939423,0.317817622423172,1.58908811211586,0.49884679913520813,0.21363882720470428,0.06538260133126159,0.04614174686393458,0.04823802841493823,0.062084530081458277,0.01918273723391219,0.04820592878510098,0.24102964392550488,0.06538260133126159,0.01918273723391219,0.2369341143317507,0.36880753979402414,0.2743082642555237,0.2629609704017639,0.2686346173286438,0.5372692346572876,0.2743082642555237,0.2629609704017639,0.0757094975692637,0.0754406761027858,0.07557508683602476,0.15115017367204953,0.0757094975692637,0.0754406761027858,0.21071675818085808,0.21472863424964567,0.28532121281760536,23.0,0.28532121281760536
87,bachelor science biology victoria university wellington,"Baltimore, Maryland",40,,0.0062961881048977375,0.41950851678848267,0.11988142877817154,0.13962788879871368,0.1713285056175664,0.6853140224702656,0.41950851678848267,0.0062961881048977375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11992995393229648,0.29365596175193787,24.0,True,0.03951701894402504,0.09334991127252579,0.003118921536952257,0.0022139393258839846,0.0023849415592849255,0.028116946527734398,0.140584732638672,0.09334991127252579,0.0022139393258839846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019681862569414076,0.06534493789076805,0.0022713199723511934,0.008019539527595043,0.005145429749973118,0.010290859499946237,0.008019539527595043,0.0022713199723511934,0.0,0.0,0.0,0.0,0.0,0.0,0.0036018008249811824,0.00561367766931653,0.27844572279951535,24.0,0.27844572279951535
4,people development coordinator ryan,"Denton, Texas",500,,0.13477866351604462,0.030280817300081253,0.049485523253679276,0.004915193654596806,0.05486504943110049,0.21946019772440195,0.13477866351604462,0.004915193654596806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03840553460177034,0.09434506446123123,25.0,False,0.12891049683094025,0.13123731315135956,0.4159521758556366,0.20516373217105865,0.13916608691215515,0.20408596098423004,1.0204298049211502,0.4159521758556366,0.12891049683094025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142860172688961,0.2911665230989456,0.14651329815387726,0.20806629955768585,0.17728979885578156,0.3545795977115631,0.20806629955768585,0.14651329815387726,0.0,0.0,0.0,0.0,0.0,0.0,0.12410285919904708,0.1456464096903801,0.27742344229249283,25.0,0.27742344229249283
103,always set success,Greater Los Angeles Area,500,,0.26029708981513977,0.16734430193901062,0.12248454988002777,0.1535094529390335,0.17590884864330292,0.7036353945732117,0.26029708981513977,0.12248454988002777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12313619405031204,0.18220796287059782,26.0,True,0.02929161675274372,0.09449783712625504,0.11738896369934082,0.06264748424291611,0.017915356904268265,0.06434825174510479,0.32174125872552395,0.11738896369934082,0.017915356904268265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04504377622157335,0.08217227458953857,0.07131054252386093,0.05082082375884056,0.061065683141350746,0.12213136628270149,0.07131054252386093,0.05082082375884056,0.0,0.0,0.0,0.0,0.0,0.0,0.04274597819894552,0.04991737976670265,0.27623630344867706,26.0,0.27623630344867706
